AutoNum,Trip Date,Trip #,Sight #,Dolphin ID Number,New Dolphin?,Resight?,Seen Offshore?,s_GUID,Clarity,Contrast,Angle,Partial,Overall,Distinctiveness,Verified
-2129281798,12-Apr-15,1,1,4445a,FALSE,TRUE,FALSE,{32F1D6D5-C780-4095-B6AC-DC4BEBDFD899},3,4,1,FALSE,8,,FALSE
-2129245479,28-Dec-12,1,1,4441a,FALSE,TRUE,FALSE,{01742148-D404-4244-B0C1-6F75C7591DCD},2,1,1,FALSE,4,,FALSE
-2128943281,15-Dec-11,1,3,2582a,FALSE,TRUE,FALSE,{75025285-8466-45CA-A456-7B382D63BC94},3,1,1,FALSE,5,,FALSE
-2128871354,22-Mar-15,1,1,1886a,FALSE,TRUE,FALSE,{27973C83-6143-476E-B39D-FD18B5B20129},2,1,1,FALSE,4,,FALSE
-2128654480,02-May-19,1,1,5112a,TRUE,FALSE,FALSE,{4C78381D-8CAD-43F9-98C2-CE6A4C95F606},3,1,2,FALSE,6,,FALSE
-2128255088,14-Jan-10,1,2,4021a,TRUE,FALSE,FALSE,{6DBA48D6-60BB-487C-90AD-85CB0D66C471},4,5,1,FALSE,10,,FALSE
-2128129778,29-Dec-10,1,2,4168a,TRUE,FALSE,FALSE,{75BD411E-66E4-4701-B381-EBDD3DE1BF15},3,5,1,FALSE,9,,FALSE
-2127884827,21-Nov-10,1,3,4157a,TRUE,FALSE,FALSE,{0FF2D9FB-AD75-416B-8C8B-68A08FA9DDD5},3,1,2,FALSE,6,,FALSE
-2127677692,24-Nov-98,1,1,2077a,FALSE,TRUE,FALSE,{B89E63A2-9282-11D6-BC29-82EEDA860A1E},,,,FALSE,,,FALSE
-2127381023,17-Sep-02,1,1,0024a,TRUE,FALSE,FALSE,{40CB0049-4A6E-40AC-A257-14550563C098},,,,FALSE,,,FALSE
-2127107466,10-Apr-14,1,1,4562a,TRUE,FALSE,FALSE,{DAEC637E-9B51-4133-80DF-D36D01C903CC},3,4,1,FALSE,8,,FALSE
-2126788746,27-Aug-01,1,1,1047a,TRUE,TRUE,FALSE,{0F118040-220E-11D6-BC29-D69F0242453F},,,,FALSE,,,FALSE
-2126657404,16-Feb-20,1,1,5153a,TRUE,FALSE,FALSE,{D9835D92-1352-488E-A0D3-DB53D6BD6007},1,1,1,FALSE,3,,FALSE
-2126537189,12-Jan-97,1,1,1021q,FALSE,TRUE,FALSE,{918A9DBD-D61E-484B-8016-972EBA11025F},,,,FALSE,,,FALSE
-2126394883,29-Oct-93,1,1,0673a,TRUE,FALSE,FALSE,{09E14AF7-A33A-4D2E-99B8-9CDEC471969A},,,,FALSE,,,FALSE
-2125662602,25-Apr-08,1,2,0843p,TRUE,FALSE,FALSE,{BEB23A71-C1EA-4612-A027-8EE24E031908},2,1,1,FALSE,4,,FALSE
-2125621983,21-Oct-09,1,3,2573a,FALSE,TRUE,FALSE,{5E6DE6E5-4C38-45C4-8BFE-952F398B3AB5},3,2,1,FALSE,6,,FALSE
-2125461347,20-Apr-21,1,1,2587a,FALSE,TRUE,FALSE,{B347D2F6-84DF-44FE-B280-68B7B8AEB326},1,2,2,FALSE,5,,FALSE
-2124685658,25-Nov-18,1,1,2570a,FALSE,TRUE,FALSE,{AF1EBC10-1859-4C22-B1D3-CB04372B8406},1,1,1,FALSE,3,,FALSE
-2124532381,09-Dec-17,1,1,4742a,FALSE,TRUE,FALSE,{903DC71A-E049-42FC-8F6E-CD4E79492539},4,3,1,FALSE,8,,FALSE
-2123536355,22-Oct-92,1,1,0360a,FALSE,TRUE,FALSE,{06B69BAC-3D1C-425D-AB67-A56137770A89},,,,FALSE,,,TRUE
-2122675266,14-May-97,1,1,0075a,FALSE,TRUE,FALSE,{E885121E-2AA9-4848-9165-E6FE5F4C2F90},,,,FALSE,,,FALSE
-2122382297,03-Sep-03,1,1,2892a,FALSE,TRUE,FALSE,{9034C12A-FBD4-46E5-AB75-A23764BD79A5},,,,FALSE,,,FALSE
-2121956854,15-May-02,1,2,1047a,FALSE,TRUE,FALSE,{E402473C-8756-11D6-BC29-88361912FF2C},,,,FALSE,,,FALSE
-2121809376,12-Feb-07,1,2,3454a,FALSE,TRUE,FALSE,{B3BF369F-812D-4815-B710-123B3A0515E1},1,4,2,FALSE,7,,FALSE
-2121185157,05-Oct-02,1,1,2565a,FALSE,TRUE,FALSE,{ED51461B-03C3-40A1-8FF9-5A3A8088F3C7},,,,FALSE,,,TRUE
-2120330062,29-Mar-06,1,1,3439a,TRUE,FALSE,FALSE,{042C9B8E-F535-45D4-9644-F48E4E6EE43C},2,3,2,FALSE,6,1,FALSE
-2120205599,11-Sep-94,1,1,1068a,FALSE,TRUE,FALSE,{C564387E-21F3-4650-829E-E6E8419EB0B8},,,,FALSE,,,TRUE
-2119681038,18-Apr-16,1,1,4481a,FALSE,TRUE,FALSE,{63C6D50F-3238-4E94-B7B6-5ACB8B3989E2},3,1,1,FALSE,5,,FALSE
-2119608716,06-Dec-94,1,1,1173a,TRUE,FALSE,FALSE,{13393BC8-A407-44A8-8BF9-B58B95ABA958},,,,FALSE,,,FALSE
-2119291609,11-Nov-15,1,1,3903a,FALSE,TRUE,FALSE,{D74D08E3-A63A-4BED-811D-2170FEEB6034},2,1,1,FALSE,4,,FALSE
-2118934965,20-Apr-21,1,2,5181a,FALSE,TRUE,FALSE,{4EE9FA73-FE39-4610-BB7C-3651A148B20A},2,2,1,FALSE,5,,FALSE
-2118906091,25-Sep-98,1,2,2261a,FALSE,TRUE,FALSE,{550C311B-A303-11D6-BC29-F7610051FE64},,,,FALSE,,,TRUE
-2118036942,09-Jul-98,2,2,1510a,FALSE,TRUE,FALSE,{A8D98D8E-06CC-45AE-8EB2-93891F76B14F},,,,FALSE,,,FALSE
-2117907146,03-Jan-07,1,4,3626a,TRUE,FALSE,FALSE,{F3FB699D-5225-4678-A8B5-3995E2D510E1},1,2,1,FALSE,4,,TRUE
-2117712483,27-Jun-96,1,1,1340a,FALSE,TRUE,FALSE,{BC902A01-28A0-48C8-B225-5E8350C1AA11},,,,FALSE,,,FALSE
-2117122602,21-Nov-10,1,3,4154a,TRUE,FALSE,FALSE,{27CA9F1F-9D77-4BB3-B60A-62B8997F6043},3,1,3,FALSE,7,,FALSE
-2116821858,01-Jun-11,1,1,4111a,FALSE,TRUE,FALSE,{6D1E2AF8-22CD-44D0-9CC2-EF528600DE67},4,5,1,FALSE,10,,FALSE
-2115439459,27-Apr-05,1,1,3159a,FALSE,TRUE,FALSE,{E5825D35-C7B0-48C3-8485-BCEA4A9550E6},,,,FALSE,,,TRUE
-2115219952,17-Apr-96,1,1,0129a,FALSE,TRUE,FALSE,{C544F4B0-7109-4783-B890-96D8FF6905EC},,,,FALSE,,,TRUE
-2115198425,23-Mar-07,1,2,1640a,FALSE,TRUE,FALSE,{A8771BF3-B2CF-4873-ABDC-B36B474467B6},3,1,1,FALSE,5,,FALSE
-2115040388,10-Oct-10,1,2,4130a,FALSE,TRUE,FALSE,{E95DEDD5-EA41-4BA8-A408-21B7A4EE0F37},3,1,2,FALSE,6,,FALSE
-2114885413,26-Jun-98,1,1,2259a,FALSE,TRUE,FALSE,{175B7390-DA01-11D6-BC29-E67DEC568FBB},,,,FALSE,,,TRUE
-2114551630,21-May-08,1,2,3685a,FALSE,TRUE,FALSE,{75527CCA-976E-44EA-91E3-CBF5A7D9CCEA},2,4,1,FALSE,7,,FALSE
-2114340607,29-Feb-08,1,1,3807a,TRUE,FALSE,FALSE,{3431FE4E-8427-4A94-8D80-FB5C7C10A391},1,4,1,FALSE,6,,FALSE
-2112874270,20-May-21,1,1,5276a,TRUE,FALSE,FALSE,{3537CE70-A494-426F-BA7A-84BF4DD87C52},2,2,1,FALSE,5,,FALSE
-2112848908,30-Nov-12,1,4,3617a,FALSE,TRUE,FALSE,{D9FA134B-C6E2-47EC-87B0-E307B8F00CE2},2,4,1,FALSE,7,,FALSE
-2112598577,20-Nov-95,1,1,0461a,FALSE,TRUE,FALSE,{14942DBA-8D54-4293-88EF-F86DFC59E2CE},,,,FALSE,,,TRUE
-2112486244,13-Feb-98,2,2,2146a,TRUE,FALSE,FALSE,{8570AE2B-7EC2-4892-92C8-D5D1AA9CA253},,,,FALSE,,,TRUE
-2112214515,01-Jun-95,1,1,1332a,TRUE,FALSE,FALSE,{596D6977-0900-4A17-A936-ADA767D64BAE},,,,FALSE,,,FALSE
-2112003522,17-Dec-99,1,1,0264a,FALSE,TRUE,FALSE,{207060DD-1235-11D5-BC29-BDB1E7C43E3C},,,,FALSE,,,TRUE
-2111820562,27-Nov-06,1,2,0264a,FALSE,TRUE,FALSE,{64A61869-AC3B-4DFA-9687-A672774321E8},1,2,1,FALSE,4,,FALSE
-2111652365,10-Nov-94,1,2,0191a,FALSE,TRUE,FALSE,{91360F96-4B1C-49AE-A838-720E60B5343B},,,,FALSE,,,TRUE
-2111445099,17-Jul-93,1,1,0536a,TRUE,FALSE,FALSE,{D46BDBA3-BEA3-47B8-8166-9092FC2ED4B2},,,,FALSE,,,FALSE
-2111403059,23-Sep-97,1,1,0025a,FALSE,TRUE,FALSE,{FE978494-E64D-11D4-BC29-915F4E9FE43C},,,,FALSE,,,TRUE
-2110749054,16-Mar-95,1,1,1253a,TRUE,FALSE,FALSE,{8A4C26D3-7171-4919-845F-874739BBFAA3},,,,FALSE,,,TRUE
-2109816280,19-Aug-98,1,4,1341a,FALSE,FALSE,FALSE,{FE0D3ACE-E67C-11D4-BC29-9C419F90EF3C},,,,FALSE,,,FALSE
-2109196436,05-Apr-96,1,1,0295a,FALSE,TRUE,FALSE,{94E213FF-53F9-4104-A7B1-74416B0CB722},,,,FALSE,,,FALSE
-2108836191,20-May-10,1,1,2743p,FALSE,TRUE,FALSE,{7F7CD916-E006-4BB6-BD6F-B9346A0A12FC},2,1,1,FALSE,4,,FALSE
-2108797874,26-Dec-14,1,1,4740a,TRUE,FALSE,FALSE,{7C1A7A6E-2F1B-408B-B679-7F1A1E312F80},3,1,1,FALSE,5,,FALSE
-2108688959,28-Oct-20,1,2,5051a,FALSE,TRUE,FALSE,{FEAD01AC-EC23-46A0-8443-294CDCF6C2BF},1,1,1,FALSE,3,,FALSE
-2107591960,12-Apr-10,1,3,4085a,TRUE,FALSE,FALSE,{1DF28A5A-CB9D-4344-BCBE-6C2046E08B45},2,4,1,FALSE,7,,FALSE
-2107498685,23-Dec-90,1,1,0916a,TRUE,FALSE,FALSE,{91C35633-F2E5-49F5-BE73-D5EA66602C4B},,,,FALSE,,,TRUE
-2107129398,03-Jun-97,1,2,0075a,FALSE,TRUE,FALSE,{43C05DEF-E0E5-11D4-BC29-FBF8A9BCA83C},,,,FALSE,,,FALSE
-2106798598,23-Mar-04,1,3,3084a,TRUE,FALSE,FALSE,{16A81E53-ABB4-4DD2-B791-362DFEB53819},,,,FALSE,,,TRUE
-2106595834,26-Sep-99,1,2,1549a,FALSE,TRUE,FALSE,{68B60729-34F5-11D6-BC29-9F7EF3F7863C},,,,FALSE,,,TRUE
-2106291381,21-May-08,1,2,3688a,FALSE,TRUE,FALSE,{7ABDBCA3-B760-4569-AB7B-0E5DB74BB46F},1,3,1,FALSE,5,,FALSE
-2106220091,18-Nov-07,1,4,0518a,FALSE,TRUE,FALSE,{F509791A-5A9F-407F-A96E-B8DADEC233E2},1,2,1,FALSE,4,,FALSE
-2105957951,04-Nov-07,1,1,2407a,FALSE,TRUE,FALSE,{86FE53FC-8E85-4C76-8616-E15F4246259F},3,5,1,FALSE,9,,FALSE
-2105371804,24-Sep-04,1,1,1047a,FALSE,TRUE,FALSE,{40FE1031-3E99-4B25-9063-56344935B54D},,,,FALSE,,,FALSE
-2105331325,29-Dec-10,1,2,4026p,TRUE,FALSE,FALSE,{7A8D6DDE-F7D0-480E-8432-9C466589A481},3,5,1,FALSE,9,,FALSE
-2104488346,01-Dec-98,1,2,0129s,FALSE,TRUE,FALSE,{CDF66D50-8CFA-11D6-BC29-87B838A11933},,,,FALSE,,,FALSE
-2104025176,19-Nov-11,1,3,1640a,FALSE,TRUE,FALSE,{CF1B19DA-98F5-499B-B8E4-D1D113CF10F5},3,1,1,FALSE,5,,FALSE
-2103942498,04-Jun-14,1,2,4488a,FALSE,TRUE,FALSE,{820F94F5-0BE3-4A44-9F31-CB542DDA80F7},2,2,1,FALSE,5,,FALSE
-2103819221,16-May-15,1,1,4784a,TRUE,FALSE,FALSE,{F3524DAB-FC13-4BCC-AE8F-CE463597E358},1,2,1,FALSE,4,,FALSE
-2102276848,30-Nov-94,1,1,1174a,FALSE,TRUE,FALSE,{80C5340D-23C4-428F-8646-42B7D333E813},,,,FALSE,,,FALSE
-2102015974,31-Oct-08,1,4,0618a,FALSE,TRUE,FALSE,{FB8A3F1B-50B0-423A-8D9B-0B40EE85D475},1,1,1,FALSE,3,,FALSE
-2101685740,14-Aug-08,1,1,4470a,TRUE,FALSE,FALSE,{F55A82A9-A92D-4190-8CC9-2BFE0DCCBF46},2,2,2,FALSE,6,,FALSE
-2101607216,02-Apr-98,1,1,0618a,FALSE,TRUE,FALSE,{2FE106CA-2953-492C-B773-D47E27265962},,,,FALSE,,,FALSE
-2101387540,10-Nov-94,1,2,0344a,TRUE,FALSE,FALSE,{B30C03CC-187D-4A24-BE42-8CEAA008F958},,,,FALSE,,,TRUE
-2101226133,13-Dec-15,1,1,4841a,FALSE,TRUE,FALSE,{04653621-2CD2-4B2F-885C-C4FDEEA0E7EC},1,1,3,FALSE,5,,FALSE
-2100666562,30-Apr-18,1,1,3743a,FALSE,TRUE,FALSE,{923ECBC1-2B1E-4054-B6A7-752F7CDC9EA9},1,1,1,FALSE,3,,FALSE
-2100566224,03-Mar-04,1,3,2754a,FALSE,TRUE,FALSE,{123DEB45-72B7-48D8-8F8A-2DB79C4EE735},,,,FALSE,,,TRUE
-2100455782,18-Nov-97,1,1,0126a,FALSE,TRUE,FALSE,{AC4EA7A0-9B23-47A1-B4C8-84986B73A933},,,,FALSE,,,FALSE
-2100437769,16-Mar-93,1,1,0396a,FALSE,TRUE,FALSE,{2311A207-C9BC-417A-A7C9-A8A83BB24CEC},,,,FALSE,,,TRUE
-2099952353,10-Aug-00,1,1,2533p,FALSE,TRUE,FALSE,{CB26B168-ABA8-4371-A384-EEDB1DAC77DC},2,5,1,FALSE,8,,FALSE
-2099351916,08-Jul-90,1,1,0025a,FALSE,TRUE,FALSE,{EEFE5765-E979-427A-B01D-3E97F07F2146},,,,FALSE,,,TRUE
-2098843822,26-Jan-01,1,2,0026a,FALSE,TRUE,FALSE,{039F27EA-0675-11D5-BC29-984565A6B43C},,,,FALSE,,,FALSE
-2098708721,02-Sep-06,1,1,1988a,FALSE,TRUE,FALSE,{57BAB559-9A03-4DBD-B679-5C4080BEC6C8},1,5,1,FALSE,7,,TRUE
-2098257047,08-Feb-06,1,1,0527a,FALSE,TRUE,FALSE,{675FE478-DD3E-41FA-9F56-47E299E17234},,,,FALSE,,,TRUE
-2098250264,25-May-16,1,1,2895a,FALSE,TRUE,FALSE,{A33B56E8-7333-4637-ABAA-18026A47F380},2,4,1,FALSE,7,,FALSE
-2098037045,10-Mar-13,1,1,3037r,FALSE,TRUE,FALSE,{B4F0F8B4-2659-4EE3-8138-62DEBB9D8532},2,5,1,FALSE,8,,FALSE
-2097567033,25-Apr-95,1,1,0037a,FALSE,TRUE,FALSE,{8D911943-FCAE-45E2-A262-E4A98B78AC19},,,,FALSE,,,TRUE
-2097548158,03-Apr-07,1,1,3660a,TRUE,FALSE,FALSE,{1171C53B-208E-4F96-BECA-6F7FD536C7EA},4,1,1,FALSE,6,,FALSE
-2097546048,14-Jan-16,1,1,4875a,TRUE,FALSE,FALSE,{C1B0C985-1CDE-43D8-A1F9-67C6915A51FA},2,2,1,FALSE,5,,FALSE
-2097081009,30-Oct-89,1,1,0147a,FALSE,TRUE,FALSE,{9D69EB6B-AA20-44A3-A0F5-E6343E8A747F},,,,FALSE,,,FALSE
-2096766537,02-Aug-89,1,1,0025a,FALSE,TRUE,FALSE,{78B5F858-A899-4C5B-895D-30246787DC74},,,,FALSE,,,TRUE
-2096679158,01-Nov-07,1,2,3755a,TRUE,FALSE,FALSE,{947B371B-71EA-4171-860C-030885449A11},2,4,1,FALSE,7,,FALSE
-2096233507,19-Feb-05,1,1,3166a,FALSE,TRUE,FALSE,{D24FA5EE-B25E-4B49-8808-AA3532A3814B},,,,FALSE,,,TRUE
-2095969744,16-Jun-94,1,1,0986a,TRUE,FALSE,FALSE,{AA544F5A-B36E-42FE-B70A-0BD05FEDE178},,,,FALSE,,,FALSE
-2095747087,03-May-07,1,1,3675a,TRUE,FALSE,FALSE,{ED09C031-0817-4571-8F0C-B57232333BF7},1,1,3,FALSE,5,,FALSE
-2095374624,30-May-13,1,1,2892a,FALSE,TRUE,FALSE,{398B8636-D185-41DF-86B6-46FEF973B547},2,1,1,FALSE,4,,FALSE
-2095319297,29-Apr-16,1,2,4524a,FALSE,TRUE,FALSE,{5FFABBEC-CC97-4609-9E06-66208FA51718},1,5,1,FALSE,7,,FALSE
-2095090941,13-Nov-91,1,1,0387a,TRUE,FALSE,FALSE,{9514875D-F666-4B08-B0E5-1C17236A040D},,,,FALSE,,,TRUE
-2094889038,27-Oct-20,1,1,5196a,TRUE,FALSE,FALSE,{5DB55B64-A3A1-4775-982A-47FB34917230},3,1,1,FALSE,5,,FALSE
-2094329090,08-May-97,1,2,1605a,FALSE,TRUE,FALSE,{05F2AC9E-B48A-40E1-885E-CCD2C06F2E10},,,,FALSE,,,FALSE
-2094057424,05-Apr-20,1,1,5160a,TRUE,FALSE,FALSE,{7A72AEF0-32E8-4329-B0B1-86A1E00D4DDE},3,1,1,FALSE,5,,FALSE
-2093964915,05-Apr-20,1,2,4691a,FALSE,TRUE,FALSE,{92F32B9C-D380-4143-AA2D-1D1F62690831},2,1,1,FALSE,4,,FALSE
-2093847490,22-Mar-09,1,2,2051a,FALSE,TRUE,FALSE,{B1452CC4-8600-49C2-B3BD-D247A9371A34},3,3,1,FALSE,7,,FALSE
-2093159298,02-Oct-05,1,1,3310a,FALSE,TRUE,FALSE,{27F9E891-3743-49AE-8C06-7A5B21733AEA},,,,FALSE,,,FALSE
-2092941882,03-Nov-94,1,1,1130a,TRUE,FALSE,FALSE,{3A3367DF-A789-438A-8382-A04538CA325F},,,,FALSE,,,TRUE
-2091625184,20-May-10,1,1,1557p,FALSE,TRUE,FALSE,{7B05B2F3-3F05-496A-87F9-83B14DA91770},2,1,2,FALSE,5,,FALSE
-2091160295,30-Sep-21,1,1,5299a,TRUE,FALSE,FALSE,{99F3EEB2-E9A8-4D78-84CF-2CA0ED0DDB1D},1,1,1,FALSE,3,,FALSE
-2091134589,27-Nov-12,1,1,0938a,FALSE,TRUE,FALSE,{9AB5BC5C-D8DA-4126-9C52-25E48900041D},4,1,1,FALSE,6,,FALSE
-2090524850,06-Aug-02,1,2,1047a,FALSE,TRUE,FALSE,{9B3032CF-7F50-42F1-A866-CE137DF4B08B},,,,FALSE,,,FALSE
-2088518332,25-Nov-18,1,1,4531a,FALSE,TRUE,FALSE,{28CF3FAE-2C5C-47DE-8267-1717C79869EC},3,1,1,FALSE,5,,FALSE
-2087992111,21-Apr-18,1,2,5051a,TRUE,FALSE,FALSE,{D74C5BD5-5D2E-4AFF-8ABC-EE28925764AC},2,4,1,FALSE,7,,FALSE
-2087954720,01-Oct-09,1,1,3989a,TRUE,FALSE,FALSE,{54C974CF-ACDC-42C3-BA3B-E856867CB1D6},3,4,1,FALSE,8,,FALSE
